effort,season,latitude,longitude,abundance
volume,apr-jun,9,-150,0
volume,apr-jun,8,-150,0
volume,apr-jun,7,-150,0
volume,apr-jun,6,-150,0
volume,apr-jun,5,-150,0
volume,apr-jun,4,-150,4
volume,apr-jun,3,-150,1
volume,apr-jun,2,-150,0
volume,apr-jun,1,-150,1
volume,apr-jun,0,-150,0
volume,apr-jun,-1,-150,0
volume,apr-jun,-2,-150,0
volume,apr-jun,-14,-150,0
volume,apr-jun,-37,-150,1
volume,apr-jun,-38,-150,0
volume,apr-jun,-39,-150,0
volume,apr-jun,-42,-150,0
volume,apr-jun,-44,-150,0
volume,apr-jun,24,-151,1
volume,apr-jun,23,-151,1
volume,apr-jun,21,-151,4
volume,apr-jun,20,-151,1
volume,apr-jun,19,-151,0
volume,apr-jun,18,-151,0
volume,apr-jun,15,-151,0
volume,apr-jun,14,-151,0
volume,apr-jun,13,-151,0
volume,apr-jun,12,-151,0
volume,apr-jun,11,-151,1
volume,apr-jun,10,-151,0
volume,apr-jun,9,-151,0
volume,apr-jun,7,-151,0
volume,apr-jun,6,-151,1
volume,apr-jun,5,-151,1
volume,apr-jun,4,-151,1
volume,apr-jun,3,-151,1
volume,apr-jun,2,-151,0
volume,apr-jun,1,-151,0
volume,apr-jun,0,-151,1
volume,apr-jun,-1,-151,0
volume,apr-jun,-3,-151,0
volume,apr-jun,-4,-151,1
volume,apr-jun,-5,-151,2
volume,apr-jun,-7,-151,0
volume,apr-jun,-8,-151,1
volume,apr-jun,-9,-151,1
volume,apr-jun,-10,-151,0
volume,apr-jun,-11,-151,0
volume,apr-jun,-36,-151,0
volume,apr-jun,-37,-151,0
volume,apr-jun,-38,-151,0
volume,apr-jun,29,-152,0
volume,apr-jun,28,-152,0
volume,apr-jun,24,-152,0
volume,apr-jun,23,-152,1
volume,apr-jun,22,-152,1
volume,apr-jun,19,-152,1
volume,apr-jun,16,-152,0
volume,apr-jun,13,-152,0
volume,apr-jun,12,-152,0
volume,apr-jun,11,-152,0
volume,apr-jun,10,-152,1
volume,apr-jun,9,-152,0
volume,apr-jun,8,-152,0
volume,apr-jun,7,-152,0
volume,apr-jun,6,-152,0
volume,apr-jun,5,-152,0
volume,apr-jun,4,-152,0
volume,apr-jun,3,-152,1
volume,apr-jun,2,-152,1
volume,apr-jun,1,-152,0
volume,apr-jun,-1,-152,1
volume,apr-jun,-3,-152,0
volume,apr-jun,-4,-152,0
volume,apr-jun,-5,-152,0
volume,apr-jun,-7,-152,0
volume,apr-jun,-8,-152,0
volume,apr-jun,-11,-152,1
volume,apr-jun,-38,-152,0
volume,apr-jun,-40,-152,0
volume,apr-jun,29,-153,0
volume,apr-jun,25,-153,0
volume,apr-jun,22,-153,1
volume,apr-jun,20,-153,0
volume,apr-jun,18,-153,1
volume,apr-jun,16,-153,0
volume,apr-jun,15,-153,0
volume,apr-jun,13,-153,0
volume,apr-jun,10,-153,0
volume,apr-jun,9,-153,0
volume,apr-jun,8,-153,0
volume,apr-jun,7,-153,0
volume,apr-jun,6,-153,0
volume,apr-jun,5,-153,0
volume,apr-jun,4,-153,1
volume,apr-jun,3,-153,0
volume,apr-jun,2,-153,1
volume,apr-jun,-1,-153,0
volume,apr-jun,-2,-153,0
volume,apr-jun,-3,-153,0
volume,apr-jun,-4,-153,0
volume,apr-jun,-5,-153,0
volume,apr-jun,-6,-153,1
volume,apr-jun,-7,-153,1
volume,apr-jun,-8,-153,0
volume,apr-jun,-9,-153,0
volume,apr-jun,-10,-153,0
volume,apr-jun,-11,-153,0
volume,apr-jun,-13,-153,0
volume,apr-jun,-14,-153,4
volume,apr-jun,-31,-153,0
volume,apr-jun,29,-154,0
volume,apr-jun,27,-154,0
volume,apr-jun,26,-154,0
volume,apr-jun,21,-154,1
volume,apr-jun,20,-154,1
volume,apr-jun,17,-154,1
volume,apr-jun,16,-154,1
volume,apr-jun,13,-154,0
volume,apr-jun,12,-154,0
volume,apr-jun,11,-154,0
volume,apr-jun,10,-154,0
volume,apr-jun,9,-154,0
volume,apr-jun,7,-154,0
volume,apr-jun,6,-154,0
volume,apr-jun,5,-154,0
volume,apr-jun,4,-154,1
volume,apr-jun,3,-154,0
volume,apr-jun,2,-154,0
volume,apr-jun,-1,-154,1
volume,apr-jun,-2,-154,1
volume,apr-jun,-3,-154,0
volume,apr-jun,-4,-154,2
volume,apr-jun,-5,-154,0
volume,apr-jun,-7,-154,0
volume,apr-jun,-8,-154,0
volume,apr-jun,-9,-154,0
volume,apr-jun,-10,-154,1
volume,apr-jun,-11,-154,0
volume,apr-jun,-13,-154,0
volume,apr-jun,-14,-154,0
volume,apr-jun,-24,-154,0
volume,apr-jun,-28,-154,0
volume,apr-jun,-29,-154,0
volume,apr-jun,26,-155,0
volume,apr-jun,24,-155,0
volume,apr-jun,23,-155,0
volume,apr-jun,20,-155,0
volume,apr-jun,19,-155,1
volume,apr-jun,17,-155,0
volume,apr-jun,16,-155,1
volume,apr-jun,15,-155,1
volume,apr-jun,14,-155,0
volume,apr-jun,12,-155,0
volume,apr-jun,10,-155,0
volume,apr-jun,9,-155,0
volume,apr-jun,6,-155,0
volume,apr-jun,5,-155,0
volume,apr-jun,4,-155,0
volume,apr-jun,3,-155,1
volume,apr-jun,2,-155,0
volume,apr-jun,1,-155,0
volume,apr-jun,0,-155,0
volume,apr-jun,-1,-155,1
volume,apr-jun,-2,-155,0
volume,apr-jun,-4,-155,0
volume,apr-jun,-8,-155,0
volume,apr-jun,-9,-155,1
volume,apr-jun,-10,-155,4
volume,apr-jun,-11,-155,0
volume,apr-jun,-33,-155,0
volume,apr-jun,-35,-155,0
volume,apr-jun,27,-156,0
volume,apr-jun,26,-156,0
volume,apr-jun,23,-156,0
volume,apr-jun,21,-156,0
volume,apr-jun,19,-156,1
volume,apr-jun,18,-156,1
volume,apr-jun,15,-156,0
volume,apr-jun,14,-156,1
volume,apr-jun,13,-156,0
volume,apr-jun,11,-156,0
volume,apr-jun,10,-156,0
volume,apr-jun,8,-156,0
volume,apr-jun,7,-156,0
volume,apr-jun,6,-156,0
volume,apr-jun,5,-156,0
volume,apr-jun,4,-156,0
volume,apr-jun,3,-156,0
volume,apr-jun,2,-156,1
volume,apr-jun,0,-156,0
volume,apr-jun,-1,-156,0
volume,apr-jun,-2,-156,0
volume,apr-jun,-4,-156,0
volume,apr-jun,-9,-156,0
volume,apr-jun,-10,-156,0
volume,apr-jun,-13,-156,0
volume,apr-jun,-34,-156,0
volume,apr-jun,30,-157,0
volume,apr-jun,26,-157,0
volume,apr-jun,25,-157,0
volume,apr-jun,24,-157,0
volume,apr-jun,23,-157,0
volume,apr-jun,22,-157,0
volume,apr-jun,18,-157,1
volume,apr-jun,17,-157,1
volume,apr-jun,14,-157,1
volume,apr-jun,13,-157,0
volume,apr-jun,12,-157,0
volume,apr-jun,10,-157,0
volume,apr-jun,9,-157,0
volume,apr-jun,8,-157,0
volume,apr-jun,5,-157,1
volume,apr-jun,4,-157,1
volume,apr-jun,3,-157,1
volume,apr-jun,2,-157,1
volume,apr-jun,1,-157,0
volume,apr-jun,0,-157,0
volume,apr-jun,-1,-157,0
volume,apr-jun,-2,-157,0
volume,apr-jun,-4,-157,0
volume,apr-jun,-5,-157,0
volume,apr-jun,-10,-157,1
volume,apr-jun,-13,-157,0
volume,apr-jun,-32,-157,0
volume,apr-jun,27,-158,0
volume,apr-jun,26,-158,0
volume,apr-jun,23,-158,0
volume,apr-jun,22,-158,0
volume,apr-jun,21,-158,0
volume,apr-jun,17,-158,1
volume,apr-jun,16,-158,0
volume,apr-jun,14,-158,0
volume,apr-jun,13,-158,1
volume,apr-jun,12,-158,0
volume,apr-jun,10,-158,0
volume,apr-jun,9,-158,0
volume,apr-jun,7,-158,0
volume,apr-jun,6,-158,0
volume,apr-jun,5,-158,1
volume,apr-jun,4,-158,1
volume,apr-jun,3,-158,0
volume,apr-jun,2,-158,0
volume,apr-jun,0,-158,0
volume,apr-jun,-1,-158,0
volume,apr-jun,-8,-158,0
volume,apr-jun,-10,-158,1
volume,apr-jun,-34,-158,0
volume,apr-jun,26,-159,0
volume,apr-jun,25,-159,1
volume,apr-jun,24,-159,0
volume,apr-jun,22,-159,0
volume,apr-jun,21,-159,0
volume,apr-jun,19,-159,0
volume,apr-jun,16,-159,1
volume,apr-jun,13,-159,1
volume,apr-jun,12,-159,1
volume,apr-jun,11,-159,0
volume,apr-jun,10,-159,0
volume,apr-jun,9,-159,0
volume,apr-jun,7,-159,0
volume,apr-jun,6,-159,0
volume,apr-jun,5,-159,1
volume,apr-jun,4,-159,1
volume,apr-jun,3,-159,0
volume,apr-jun,2,-159,0
volume,apr-jun,1,-159,0
volume,apr-jun,0,-159,0
volume,apr-jun,-2,-159,0
volume,apr-jun,-3,-159,0
volume,apr-jun,-4,-159,0
volume,apr-jun,-7,-159,1
volume,apr-jun,-10,-159,0
volume,apr-jun,-11,-159,0
volume,apr-jun,27,-160,0
volume,apr-jun,26,-160,0
volume,apr-jun,25,-160,0
volume,apr-jun,24,-160,0
volume,apr-jun,23,-160,0
volume,apr-jun,21,-160,0
volume,apr-jun,20,-160,0
volume,apr-jun,16,-160,1
volume,apr-jun,13,-160,0
volume,apr-jun,12,-160,0
volume,apr-jun,10,-160,0
volume,apr-jun,9,-160,0
volume,apr-jun,7,-160,0
volume,apr-jun,5,-160,1
volume,apr-jun,4,-160,1
volume,apr-jun,3,-160,0
volume,apr-jun,2,-160,0
volume,apr-jun,1,-160,0
volume,apr-jun,0,-160,0
volume,apr-jun,-2,-160,0
volume,apr-jun,-3,-160,0
volume,apr-jun,-4,-160,0
volume,apr-jun,-15,-160,0
volume,apr-jun,28,-161,0
volume,apr-jun,25,-161,0
volume,apr-jun,24,-161,1
volume,apr-jun,23,-161,0
volume,apr-jun,22,-161,0
volume,apr-jun,21,-161,1
volume,apr-jun,20,-161,0
volume,apr-jun,19,-161,0
volume,apr-jun,16,-161,1
volume,apr-jun,14,-161,0
volume,apr-jun,9,-161,0
volume,apr-jun,8,-161,0
volume,apr-jun,7,-161,0
volume,apr-jun,6,-161,0
volume,apr-jun,5,-161,0
volume,apr-jun,4,-161,1
volume,apr-jun,3,-161,1
volume,apr-jun,2,-161,0
volume,apr-jun,1,-161,0
volume,apr-jun,0,-161,0
volume,apr-jun,-2,-161,0
volume,apr-jun,-3,-161,0
volume,apr-jun,-7,-161,0
volume,apr-jun,28,-162,0
volume,apr-jun,27,-162,0
volume,apr-jun,25,-162,0
volume,apr-jun,24,-162,1
volume,apr-jun,23,-162,0
volume,apr-jun,21,-162,0
volume,apr-jun,20,-162,0
volume,apr-jun,19,-162,0
volume,apr-jun,17,-162,1
volume,apr-jun,15,-162,0
volume,apr-jun,14,-162,0
volume,apr-jun,11,-162,0
volume,apr-jun,10,-162,0
volume,apr-jun,9,-162,0
volume,apr-jun,8,-162,0
volume,apr-jun,4,-162,1
volume,apr-jun,3,-162,1
volume,apr-jun,2,-162,4
volume,apr-jun,1,-162,0
volume,apr-jun,0,-162,0
volume,apr-jun,-1,-162,0
volume,apr-jun,-2,-162,0
volume,apr-jun,-3,-162,0
volume,apr-jun,-4,-162,0
volume,apr-jun,-9,-162,0
volume,apr-jun,-10,-162,0
volume,apr-jun,33,-163,0
volume,apr-jun,29,-163,0
volume,apr-jun,26,-163,0
volume,apr-jun,25,-163,0
volume,apr-jun,24,-163,0
volume,apr-jun,23,-163,1
volume,apr-jun,22,-163,0
volume,apr-jun,21,-163,0
volume,apr-jun,20,-163,0
volume,apr-jun,19,-163,0
volume,apr-jun,18,-163,1
volume,apr-jun,17,-163,1
volume,apr-jun,16,-163,1
volume,apr-jun,15,-163,0
volume,apr-jun,10,-163,0
volume,apr-jun,9,-163,0
volume,apr-jun,8,-163,0
volume,apr-jun,5,-163,0
volume,apr-jun,4,-163,1
volume,apr-jun,3,-163,1
volume,apr-jun,2,-163,0
volume,apr-jun,1,-163,0
volume,apr-jun,0,-163,0
volume,apr-jun,-8,-163,0
volume,apr-jun,-13,-163,0
volume,apr-jun,-14,-163,0
volume,apr-jun,30,-164,0
volume,apr-jun,29,-164,0
volume,apr-jun,28,-164,0
volume,apr-jun,27,-164,0
volume,apr-jun,26,-164,0
volume,apr-jun,25,-164,0
volume,apr-jun,24,-164,0
volume,apr-jun,23,-164,1
volume,apr-jun,22,-164,0
volume,apr-jun,21,-164,0
volume,apr-jun,20,-164,0
volume,apr-jun,19,-164,1
volume,apr-jun,18,-164,0
volume,apr-jun,17,-164,0
volume,apr-jun,16,-164,0
volume,apr-jun,13,-164,0
volume,apr-jun,10,-164,0
volume,apr-jun,8,-164,0
volume,apr-jun,7,-164,0
volume,apr-jun,6,-164,0
volume,apr-jun,5,-164,0
volume,apr-jun,4,-164,1
volume,apr-jun,3,-164,1
volume,apr-jun,0,-164,0
volume,apr-jun,-1,-164,0
volume,apr-jun,-2,-164,0
volume,apr-jun,-3,-164,0
volume,apr-jun,-4,-164,0
volume,apr-jun,-13,-164,0
volume,apr-jun,28,-165,0
volume,apr-jun,27,-165,0
volume,apr-jun,25,-165,0
volume,apr-jun,24,-165,0
volume,apr-jun,23,-165,0
volume,apr-jun,22,-165,1
volume,apr-jun,21,-165,0
volume,apr-jun,20,-165,0
volume,apr-jun,19,-165,0
volume,apr-jun,18,-165,1
volume,apr-jun,17,-165,1
volume,apr-jun,15,-165,0
volume,apr-jun,14,-165,0
volume,apr-jun,9,-165,0
volume,apr-jun,7,-165,0
volume,apr-jun,6,-165,0
volume,apr-jun,5,-165,0
volume,apr-jun,4,-165,0
volume,apr-jun,3,-165,1
volume,apr-jun,2,-165,0
volume,apr-jun,1,-165,0
volume,apr-jun,-1,-165,1
volume,apr-jun,-2,-165,1
volume,apr-jun,-3,-165,0
volume,apr-jun,27,-166,0
volume,apr-jun,26,-166,0
volume,apr-jun,25,-166,0
volume,apr-jun,24,-166,0
volume,apr-jun,23,-166,0
volume,apr-jun,22,-166,1
volume,apr-jun,21,-166,0
volume,apr-jun,20,-166,1
volume,apr-jun,19,-166,1
volume,apr-jun,18,-166,2
volume,apr-jun,17,-166,0
volume,apr-jun,16,-166,0
volume,apr-jun,14,-166,0
volume,apr-jun,7,-166,0
volume,apr-jun,5,-166,0
volume,apr-jun,3,-166,1
volume,apr-jun,2,-166,0
volume,apr-jun,1,-166,0
volume,apr-jun,0,-166,0
volume,apr-jun,-1,-166,1
volume,apr-jun,-2,-166,0
volume,apr-jun,-3,-166,1
volume,apr-jun,-5,-166,0
volume,apr-jun,-6,-166,0
volume,apr-jun,-8,-166,0
volume,apr-jun,-9,-166,0
volume,apr-jun,28,-167,0
volume,apr-jun,27,-167,0
volume,apr-jun,26,-167,0
volume,apr-jun,25,-167,0
volume,apr-jun,24,-167,0
volume,apr-jun,23,-167,0
volume,apr-jun,22,-167,1
volume,apr-jun,21,-167,1
volume,apr-jun,20,-167,0
volume,apr-jun,19,-167,0
volume,apr-jun,18,-167,0
volume,apr-jun,17,-167,1
volume,apr-jun,16,-167,0
volume,apr-jun,8,-167,0
volume,apr-jun,7,-167,0
volume,apr-jun,5,-167,1
volume,apr-jun,4,-167,0
volume,apr-jun,3,-167,1
volume,apr-jun,2,-167,0
volume,apr-jun,1,-167,1
volume,apr-jun,0,-167,0
volume,apr-jun,-3,-167,0
volume,apr-jun,-4,-167,0
volume,apr-jun,-5,-167,0
volume,apr-jun,-9,-167,0
volume,apr-jun,31,-168,0
volume,apr-jun,28,-168,0
volume,apr-jun,27,-168,0
volume,apr-jun,25,-168,0
volume,apr-jun,24,-168,0
volume,apr-jun,23,-168,1
volume,apr-jun,22,-168,0
volume,apr-jun,21,-168,1
volume,apr-jun,20,-168,1
volume,apr-jun,19,-168,0
volume,apr-jun,18,-168,0
volume,apr-jun,17,-168,1
volume,apr-jun,16,-168,1
volume,apr-jun,15,-168,1
volume,apr-jun,14,-168,1
volume,apr-jun,13,-168,0
volume,apr-jun,12,-168,0
volume,apr-jun,2,-168,0
volume,apr-jun,1,-168,0
volume,apr-jun,0,-168,0
volume,apr-jun,-6,-168,0
volume,apr-jun,-7,-168,0
volume,apr-jun,-8,-168,0
volume,apr-jun,-10,-168,0
volume,apr-jun,-12,-168,0
volume,apr-jun,-30,-168,0
volume,apr-jun,29,-169,0
volume,apr-jun,27,-169,0
volume,apr-jun,25,-169,0
volume,apr-jun,24,-169,1
volume,apr-jun,23,-169,1
volume,apr-jun,22,-169,1
volume,apr-jun,21,-169,1
volume,apr-jun,20,-169,1
volume,apr-jun,19,-169,1
volume,apr-jun,18,-169,1
volume,apr-jun,17,-169,1
volume,apr-jun,16,-169,1
volume,apr-jun,15,-169,1
volume,apr-jun,14,-169,0
volume,apr-jun,12,-169,0
volume,apr-jun,7,-169,0
volume,apr-jun,3,-169,4
volume,apr-jun,2,-169,0
volume,apr-jun,-5,-169,0
volume,apr-jun,-7,-169,0
volume,apr-jun,-10,-169,0
volume,apr-jun,-11,-169,0
volume,apr-jun,-30,-169,1
volume,apr-jun,-31,-169,0
volume,apr-jun,-32,-169,0
volume,apr-jun,27,-170,0
volume,apr-jun,25,-170,0
volume,apr-jun,23,-170,0
volume,apr-jun,22,-170,0
volume,apr-jun,21,-170,0
volume,apr-jun,20,-170,0
volume,apr-jun,19,-170,0
volume,apr-jun,18,-170,0
volume,apr-jun,17,-170,1
volume,apr-jun,16,-170,0
volume,apr-jun,15,-170,2
volume,apr-jun,14,-170,0
volume,apr-jun,13,-170,0
volume,apr-jun,11,-170,0
volume,apr-jun,7,-170,0
volume,apr-jun,5,-170,0
volume,apr-jun,2,-170,0
volume,apr-jun,-1,-170,0
volume,apr-jun,-2,-170,0
volume,apr-jun,-5,-170,0
volume,apr-jun,-6,-170,0
volume,apr-jun,-7,-170,0
volume,apr-jun,-12,-170,0
volume,apr-jun,-31,-170,0
volume,apr-jun,-32,-170,0
volume,apr-jun,-33,-170,0
volume,apr-jun,26,-171,0
volume,apr-jun,25,-171,0
volume,apr-jun,23,-171,0
volume,apr-jun,22,-171,0
volume,apr-jun,21,-171,0
volume,apr-jun,20,-171,1
volume,apr-jun,19,-171,1
volume,apr-jun,18,-171,1
volume,apr-jun,17,-171,0
volume,apr-jun,16,-171,1
volume,apr-jun,15,-171,0
volume,apr-jun,14,-171,0
volume,apr-jun,13,-171,0
volume,apr-jun,12,-171,0
volume,apr-jun,11,-171,1
volume,apr-jun,10,-171,1
volume,apr-jun,9,-171,0
volume,apr-jun,8,-171,0
volume,apr-jun,7,-171,0
volume,apr-jun,4,-171,0
volume,apr-jun,3,-171,0
volume,apr-jun,2,-171,0
volume,apr-jun,1,-171,0
volume,apr-jun,-3,-171,0
volume,apr-jun,-4,-171,0
volume,apr-jun,-5,-171,0
volume,apr-jun,-6,-171,0
volume,apr-jun,-7,-171,4
volume,apr-jun,-11,-171,0
volume,apr-jun,-12,-171,0
volume,apr-jun,-30,-171,0
volume,apr-jun,29,-172,0
volume,apr-jun,26,-172,0
volume,apr-jun,24,-172,0
volume,apr-jun,23,-172,0
volume,apr-jun,22,-172,0
volume,apr-jun,21,-172,0
volume,apr-jun,20,-172,0
volume,apr-jun,19,-172,1
volume,apr-jun,18,-172,1
volume,apr-jun,17,-172,1
volume,apr-jun,16,-172,0
volume,apr-jun,15,-172,1
volume,apr-jun,14,-172,0
volume,apr-jun,13,-172,0
volume,apr-jun,12,-172,0
volume,apr-jun,11,-172,0
volume,apr-jun,10,-172,1
volume,apr-jun,9,-172,0
volume,apr-jun,8,-172,0
volume,apr-jun,7,-172,1
volume,apr-jun,6,-172,0
volume,apr-jun,4,-172,0
volume,apr-jun,3,-172,0
volume,apr-jun,2,-172,0
volume,apr-jun,0,-172,0
volume,apr-jun,-3,-172,0
volume,apr-jun,-4,-172,0
volume,apr-jun,-6,-172,0
volume,apr-jun,-7,-172,0
volume,apr-jun,-11,-172,0
volume,apr-jun,-12,-172,0
volume,apr-jun,27,-173,0
volume,apr-jun,25,-173,0
volume,apr-jun,24,-173,0
volume,apr-jun,23,-173,0
volume,apr-jun,22,-173,0
volume,apr-jun,21,-173,0
volume,apr-jun,20,-173,0
volume,apr-jun,19,-173,0
volume,apr-jun,18,-173,1
volume,apr-jun,17,-173,1
volume,apr-jun,16,-173,1
volume,apr-jun,15,-173,0
volume,apr-jun,14,-173,0
volume,apr-jun,13,-173,0
volume,apr-jun,12,-173,0
volume,apr-jun,11,-173,0
volume,apr-jun,10,-173,0
volume,apr-jun,9,-173,0
volume,apr-jun,8,-173,0
volume,apr-jun,7,-173,1
volume,apr-jun,6,-173,0
volume,apr-jun,5,-173,0
volume,apr-jun,3,-173,0
volume,apr-jun,2,-173,0
volume,apr-jun,-6,-173,0
volume,apr-jun,-11,-173,0
volume,apr-jun,26,-174,0
volume,apr-jun,25,-174,0
volume,apr-jun,24,-174,0
volume,apr-jun,23,-174,0
volume,apr-jun,19,-174,0
volume,apr-jun,18,-174,1
volume,apr-jun,17,-174,1
volume,apr-jun,16,-174,1
volume,apr-jun,15,-174,0
volume,apr-jun,14,-174,1
volume,apr-jun,12,-174,1
volume,apr-jun,11,-174,1
volume,apr-jun,9,-174,1
volume,apr-jun,8,-174,3
volume,apr-jun,7,-174,0
volume,apr-jun,6,-174,0
volume,apr-jun,5,-174,0
volume,apr-jun,-3,-174,0
volume,apr-jun,-4,-174,0
volume,apr-jun,-7,-174,0
volume,apr-jun,-8,-174,0
volume,apr-jun,-9,-174,0
volume,apr-jun,25,-175,0
volume,apr-jun,24,-175,0
volume,apr-jun,23,-175,0
volume,apr-jun,22,-175,0
volume,apr-jun,21,-175,0
volume,apr-jun,20,-175,0
volume,apr-jun,19,-175,0
volume,apr-jun,18,-175,0
volume,apr-jun,17,-175,1
volume,apr-jun,16,-175,1
volume,apr-jun,15,-175,1
volume,apr-jun,14,-175,1
volume,apr-jun,12,-175,1
volume,apr-jun,11,-175,1
volume,apr-jun,10,-175,0
volume,apr-jun,9,-175,0
volume,apr-jun,8,-175,0
volume,apr-jun,7,-175,0
volume,apr-jun,6,-175,0
volume,apr-jun,2,-175,0
volume,apr-jun,1,-175,0
volume,apr-jun,-3,-175,0
volume,apr-jun,-4,-175,0
volume,apr-jun,-7,-175,0
volume,apr-jun,28,-176,0
volume,apr-jun,26,-176,0
volume,apr-jun,25,-176,0
volume,apr-jun,24,-176,0
volume,apr-jun,23,-176,0
volume,apr-jun,22,-176,0
volume,apr-jun,21,-176,0
volume,apr-jun,20,-176,0
volume,apr-jun,19,-176,0
volume,apr-jun,18,-176,0
volume,apr-jun,17,-176,1
volume,apr-jun,16,-176,1
volume,apr-jun,15,-176,1
volume,apr-jun,14,-176,1
volume,apr-jun,13,-176,0
volume,apr-jun,12,-176,0
volume,apr-jun,11,-176,1
volume,apr-jun,10,-176,0
volume,apr-jun,9,-176,0
volume,apr-jun,8,-176,0
volume,apr-jun,7,-176,0
volume,apr-jun,6,-176,0
volume,apr-jun,5,-176,0
volume,apr-jun,1,-176,0
volume,apr-jun,-4,-176,0
volume,apr-jun,-5,-176,0
volume,apr-jun,24,-177,0
volume,apr-jun,23,-177,0
volume,apr-jun,21,-177,0
volume,apr-jun,20,-177,0
volume,apr-jun,17,-177,0
volume,apr-jun,16,-177,0
volume,apr-jun,15,-177,1
volume,apr-jun,14,-177,1
volume,apr-jun,13,-177,0
volume,apr-jun,12,-177,1
volume,apr-jun,11,-177,1
volume,apr-jun,10,-177,0
volume,apr-jun,9,-177,0
volume,apr-jun,7,-177,0
volume,apr-jun,6,-177,0
volume,apr-jun,4,-177,0
volume,apr-jun,1,-177,0
volume,apr-jun,-4,-177,1
volume,apr-jun,-5,-177,0
volume,apr-jun,-6,-177,0
volume,apr-jun,25,-178,0
volume,apr-jun,23,-178,0
volume,apr-jun,22,-178,0
volume,apr-jun,20,-178,0
volume,apr-jun,19,-178,0
volume,apr-jun,18,-178,0
volume,apr-jun,16,-178,0
volume,apr-jun,15,-178,0
volume,apr-jun,14,-178,0
volume,apr-jun,13,-178,0
volume,apr-jun,12,-178,1
volume,apr-jun,11,-178,1
volume,apr-jun,10,-178,1
volume,apr-jun,9,-178,0
volume,apr-jun,8,-178,0
volume,apr-jun,4,-178,0
volume,apr-jun,3,-178,0
volume,apr-jun,-4,-178,1
volume,apr-jun,-11,-178,0
volume,apr-jun,25,-179,0
volume,apr-jun,24,-179,0
volume,apr-jun,22,-179,0
volume,apr-jun,19,-179,0
volume,apr-jun,18,-179,0
volume,apr-jun,17,-179,0
volume,apr-jun,16,-179,0
volume,apr-jun,15,-179,1
volume,apr-jun,14,-179,1
volume,apr-jun,13,-179,1
volume,apr-jun,12,-179,1
volume,apr-jun,11,-179,3
volume,apr-jun,10,-179,1
volume,apr-jun,9,-179,0
volume,apr-jun,8,-179,0
volume,apr-jun,7,-179,0
volume,apr-jun,4,-179,0
volume,apr-jun,3,-179,1
volume,apr-jun,2,-179,0
volume,apr-jun,1,-179,0
volume,apr-jun,-2,-179,0
volume,apr-jun,-3,-179,0
volume,apr-jun,-4,-179,0
volume,apr-jun,-5,-179,0
volume,apr-jun,-38,-179,0
volume,apr-jun,27,-180,0
volume,apr-jun,22,-180,0
volume,apr-jun,21,-180,0
volume,apr-jun,20,-180,0
volume,apr-jun,19,-180,0
volume,apr-jun,17,-180,0
volume,apr-jun,15,-180,0
volume,apr-jun,14,-180,1
volume,apr-jun,13,-180,1
volume,apr-jun,12,-180,4
volume,apr-jun,11,-180,4
volume,apr-jun,10,-180,3
volume,apr-jun,9,-180,0
volume,apr-jun,8,-180,0
volume,apr-jun,7,-180,0
volume,apr-jun,6,-180,1
volume,apr-jun,5,-180,1
volume,apr-jun,4,-180,1
volume,apr-jun,3,-180,4
volume,apr-jun,2,-180,0
volume,apr-jun,1,-180,0
volume,apr-jun,-4,-180,0
volume,apr-jun,-5,-180,0
volume,apr-jun,23,179,0
volume,apr-jun,22,179,0
volume,apr-jun,21,179,1
volume,apr-jun,20,179,0
volume,apr-jun,17,179,0
volume,apr-jun,16,179,0
volume,apr-jun,15,179,0
volume,apr-jun,14,179,1
volume,apr-jun,13,179,1
volume,apr-jun,12,179,3
volume,apr-jun,11,179,4
volume,apr-jun,10,179,2
volume,apr-jun,9,179,0
volume,apr-jun,7,179,0
volume,apr-jun,6,179,1
volume,apr-jun,5,179,4
volume,apr-jun,4,179,4
volume,apr-jun,3,179,1
volume,apr-jun,2,179,0
volume,apr-jun,1,179,0
volume,apr-jun,-5,179,0
volume,apr-jun,-15,179,0
volume,apr-jun,-38,179,0
volume,apr-jun,-39,179,0
volume,apr-jun,24,178,0
volume,apr-jun,23,178,0
volume,apr-jun,21,178,1
volume,apr-jun,19,178,0
volume,apr-jun,18,178,0
volume,apr-jun,16,178,0
volume,apr-jun,14,178,1
volume,apr-jun,13,178,1
volume,apr-jun,12,178,3
volume,apr-jun,11,178,4
volume,apr-jun,10,178,2
volume,apr-jun,9,178,1
volume,apr-jun,7,178,1
volume,apr-jun,6,178,1
volume,apr-jun,5,178,0
volume,apr-jun,4,178,1
volume,apr-jun,3,178,1
volume,apr-jun,2,178,0
volume,apr-jun,1,178,0
volume,apr-jun,0,178,0
volume,apr-jun,-2,178,0
volume,apr-jun,-5,178,1
volume,apr-jun,-6,178,0
volume,apr-jun,23,177,0
volume,apr-jun,22,177,0
volume,apr-jun,21,177,0
volume,apr-jun,20,177,0
volume,apr-jun,19,177,0
volume,apr-jun,18,177,0
volume,apr-jun,16,177,0
volume,apr-jun,15,177,0
volume,apr-jun,14,177,0
volume,apr-jun,13,177,3
volume,apr-jun,12,177,4
volume,apr-jun,11,177,4
volume,apr-jun,10,177,3
volume,apr-jun,9,177,1
volume,apr-jun,8,177,0
volume,apr-jun,6,177,1
volume,apr-jun,5,177,1
volume,apr-jun,4,177,1
volume,apr-jun,3,177,4
